Time: 2020-08-29 18:35:24.665134087 +0000 UTC, Service: , StatusCode: 200, HealthStatus: GREEN 
Time: 2020-08-29 18:39:25.36600873 +0000 UTC, Service: MagnificentService, StatusCode: 200, HealthStatus: GREEN 
Time: 2020-08-29 18:39:26.368203565 +0000 UTC, Service: MagnificentService, StatusCode: 200, HealthStatus: GREEN 
Time: 2020-08-29 18:39:27.365294808 +0000 UTC, Service: MagnificentService, StatusCode: 200, HealthStatus: GREEN 
Time: 2020-08-29 18:39:28.363434163 +0000 UTC, Service: MagnificentService, StatusCode: 200, HealthStatus: GREEN 
Time: 2020-08-29 18:39:29.364928193 +0000 UTC, Service: MagnificentService, StatusCode: 200, HealthStatus: GREEN 
Time: 2020-08-29 18:39:30.364019839 +0000 UTC, Service: MagnificentService, StatusCode: 200, HealthStatus: GREEN 
Time: 2020-08-29 18:39:31.364017254 +0000 UTC, Service: MagnificentService, StatusCode: 200, HealthStatus: GREEN 
Time: 2020-08-29 18:39:32.36454057 +0000 UTC, Service: MagnificentService, StatusCode: 200, HealthStatus: GREEN 
Time: 2020-08-29 18:39:33.371967899 +0000 UTC, Service: MagnificentService, StatusCode: 200, HealthStatus: GREEN 
Time: 2020-08-29 18:39:34.36463005 +0000 UTC, Service: MagnificentService, StatusCode: 200, HealthStatus: GREEN 
Time: 2020-08-29 18:39:35.364765214 +0000 UTC, Service: MagnificentService, StatusCode: 200, HealthStatus: GREEN 
Time: 2020-08-29 18:39:36.364995491 +0000 UTC, Service: MagnificentService, StatusCode: 200, HealthStatus: GREEN 
Time: 2020-08-29 18:39:37.364734134 +0000 UTC, Service: MagnificentService, StatusCode: 200, HealthStatus: GREEN 
Time: 2020-08-29 18:39:43.295974569 +0000 UTC, Service: MagnificentService, StatusCode: 200, HealthStatus: GREEN 
Time: 2020-08-29 18:39:44.108496745 +0000 UTC, Service: MagnificentService, StatusCode: 200, HealthStatus: GREEN 
Time: 2020-08-29 18:39:45.108858225 +0000 UTC, Service: MagnificentService, StatusCode: 200, HealthStatus: GREEN 
Time: 2020-08-29 18:39:46.108477011 +0000 UTC, Service: MagnificentService, StatusCode: 200, HealthStatus: GREEN 
Time: 2020-08-29 18:39:47.136162429 +0000 UTC, Service: MagnificentService, StatusCode: 200, HealthStatus: GREEN 
Time: 2020-08-29 18:39:48.109231182 +0000 UTC, Service: MagnificentService, StatusCode: 200, HealthStatus: GREEN 
Time: 2020-08-29 18:39:49.108566886 +0000 UTC, Service: MagnificentService, StatusCode: 200, HealthStatus: GREEN 
Time: 2020-08-29 18:39:50.106539435 +0000 UTC, Service: MagnificentService, StatusCode: 200, HealthStatus: GREEN 
Time: 2020-08-29 18:39:51.10861314 +0000 UTC, Service: MagnificentService, StatusCode: 200, HealthStatus: GREEN 
Time: 2020-08-29 18:39:52.107919465 +0000 UTC, Service: MagnificentService, StatusCode: 200, HealthStatus: GREEN 
Time: 2020-08-29 18:39:53.132643729 +0000 UTC, Service: MagnificentService, StatusCode: 500, ErrorMsg: Get request error: 500 Internal Server Error, Internal Server Error, HealthStatus: YELLOW 
Time: 2020-08-29 18:39:54.109022513 +0000 UTC, Service: MagnificentService, StatusCode: 200, HealthStatus: YELLOW 
Time: 2020-08-29 18:39:55.109495739 +0000 UTC, Service: MagnificentService, StatusCode: 200, HealthStatus: YELLOW 
Time: 2020-08-29 18:39:56.108611453 +0000 UTC, Service: MagnificentService, StatusCode: 200, HealthStatus: YELLOW 
Time: 2020-08-29 18:39:57.108960364 +0000 UTC, Service: MagnificentService, StatusCode: 200, HealthStatus: YELLOW 
Time: 2020-08-29 18:39:58.105929565 +0000 UTC, Service: MagnificentService, StatusCode: 200, HealthStatus: YELLOW 
Time: 2020-08-29 18:39:59.107302673 +0000 UTC, Service: MagnificentService, StatusCode: 200, HealthStatus: YELLOW 
Time: 2020-08-29 18:40:00.109020115 +0000 UTC, Service: MagnificentService, StatusCode: 200, HealthStatus: YELLOW 
Time: 2020-08-29 18:40:01.123365301 +0000 UTC, Service: MagnificentService, StatusCode: 500, ErrorMsg: Get request error: 500 Internal Server Error, Internal Server Error, HealthStatus: YELLOW 
Time: 2020-08-29 18:40:02.108669687 +0000 UTC, Service: MagnificentService, StatusCode: 200, HealthStatus: YELLOW 
Time: 2020-08-29 18:40:03.107944698 +0000 UTC, Service: MagnificentService, StatusCode: 200, HealthStatus: YELLOW 
Time: 2020-08-29 18:40:04.107063018 +0000 UTC, Service: MagnificentService, StatusCode: 200, HealthStatus: YELLOW 
Time: 2020-08-29 18:40:05.131199939 +0000 UTC, Service: MagnificentService, StatusCode: 200, HealthStatus: YELLOW 
Time: 2020-08-29 18:40:06.113726673 +0000 UTC, Service: MagnificentService, StatusCode: 200, HealthStatus: YELLOW 
Time: 2020-08-29 18:40:07.108203454 +0000 UTC, Service: MagnificentService, StatusCode: 200, HealthStatus: YELLOW 
Time: 2020-08-29 18:40:08.123228141 +0000 UTC, Service: MagnificentService, StatusCode: 500, ErrorMsg: Get request error: 500 Internal Server Error, Internal Server Error, HealthStatus: YELLOW 
Time: 2020-08-29 18:40:09.108527732 +0000 UTC, Service: MagnificentService, StatusCode: 200, HealthStatus: YELLOW 
Time: 2020-08-29 18:40:10.108646734 +0000 UTC, Service: MagnificentService, StatusCode: 200, HealthStatus: YELLOW 
Time: 2020-08-29 18:40:11.108744813 +0000 UTC, Service: MagnificentService, StatusCode: 200, HealthStatus: YELLOW 
Time: 2020-08-29 18:40:12.108485021 +0000 UTC, Service: MagnificentService, StatusCode: 200, HealthStatus: YELLOW 
Time: 2020-08-29 18:40:13.126061542 +0000 UTC, Service: MagnificentService, StatusCode: 200, HealthStatus: YELLOW 
Time: 2020-08-29 18:40:14.107896086 +0000 UTC, Service: MagnificentService, StatusCode: 200, HealthStatus: YELLOW 
Time: 2020-08-29 18:40:15.119287567 +0000 UTC, Service: MagnificentService, StatusCode: 500, ErrorMsg: Get request error: 500 Internal Server Error, Internal Server Error, HealthStatus: YELLOW 
Time: 2020-08-29 18:40:16.109958209 +0000 UTC, Service: MagnificentService, StatusCode: 200, HealthStatus: YELLOW 
Time: 2020-08-29 18:40:17.125209881 +0000 UTC, Service: MagnificentService, StatusCode: 200, HealthStatus: YELLOW 
Time: 2020-08-29 18:40:18.130618664 +0000 UTC, Service: MagnificentService, StatusCode: 200, HealthStatus: YELLOW 
Time: 2020-08-29 18:40:19.107770983 +0000 UTC, Service: MagnificentService, StatusCode: 200, HealthStatus: YELLOW 
Time: 2020-08-29 18:40:20.108624623 +0000 UTC, Service: MagnificentService, StatusCode: 200, HealthStatus: YELLOW 
Time: 2020-08-29 18:40:21.106268464 +0000 UTC, Service: MagnificentService, StatusCode: 200, HealthStatus: YELLOW 
Time: 2020-08-29 18:40:22.106234763 +0000 UTC, Service: MagnificentService, StatusCode: 200, HealthStatus: YELLOW 
Time: 2020-08-29 18:40:23.10856043 +0000 UTC, Service: MagnificentService, StatusCode: 200, HealthStatus: YELLOW 
Time: 2020-08-29 18:40:24.131327772 +0000 UTC, Service: MagnificentService, StatusCode: 200, HealthStatus: YELLOW 
Time: 2020-08-29 18:40:25.110970999 +0000 UTC, Service: MagnificentService, StatusCode: 200, HealthStatus: YELLOW 
Time: 2020-08-29 18:40:26.108010472 +0000 UTC, Service: MagnificentService, StatusCode: 200, HealthStatus: YELLOW 
Time: 2020-08-29 18:40:27.109201231 +0000 UTC, Service: MagnificentService, StatusCode: 200, HealthStatus: YELLOW 
Time: 2020-08-29 18:40:28.118663327 +0000 UTC, Service: MagnificentService, StatusCode: 200, HealthStatus: YELLOW 
Time: 2020-08-29 18:40:29.126958367 +0000 UTC, Service: MagnificentService, StatusCode: 200, HealthStatus: YELLOW 
Time: 2020-08-29 18:40:30.108329185 +0000 UTC, Service: MagnificentService, StatusCode: 200, HealthStatus: YELLOW 
Time: 2020-08-29 18:40:31.106679091 +0000 UTC, Service: MagnificentService, StatusCode: 200, HealthStatus: YELLOW 
Time: 2020-08-29 18:40:32.108134762 +0000 UTC, Service: MagnificentService, StatusCode: 200, HealthStatus: YELLOW 
Time: 2020-08-29 18:40:33.123757847 +0000 UTC, Service: MagnificentService, StatusCode: 200, HealthStatus: YELLOW 
Time: 2020-08-29 18:40:34.124264848 +0000 UTC, Service: MagnificentService, StatusCode: 500, ErrorMsg: Get request error: 500 Internal Server Error, Internal Server Error, HealthStatus: YELLOW 
Time: 2020-08-29 18:40:35.56643423 +0000 UTC, Service: MagnificentService, StatusCode: 200, HealthStatus: YELLOW 
Time: 2020-08-29 18:40:36.121713105 +0000 UTC, Service: MagnificentService, StatusCode: 500, ErrorMsg: Get request error: 500 Internal Server Error, Internal Server Error, HealthStatus: YELLOW 
Time: 2020-08-29 18:40:37.108686963 +0000 UTC, Service: MagnificentService, StatusCode: 200, HealthStatus: YELLOW 
Time: 2020-08-29 18:40:38.10967211 +0000 UTC, Service: MagnificentService, StatusCode: 200, HealthStatus: YELLOW 
Time: 2020-08-29 18:40:39.107091982 +0000 UTC, Service: MagnificentService, StatusCode: 200, HealthStatus: YELLOW 
Time: 2020-08-29 18:40:40.106849468 +0000 UTC, Service: MagnificentService, StatusCode: 200, HealthStatus: YELLOW 
Time: 2020-08-29 18:40:41.108614635 +0000 UTC, Service: MagnificentService, StatusCode: 200, HealthStatus: YELLOW 
Time: 2020-08-29 18:40:42.108732002 +0000 UTC, Service: MagnificentService, StatusCode: 200, HealthStatus: YELLOW 
Time: 2020-08-29 18:40:43.33295895 +0000 UTC, Service: MagnificentService, StatusCode: 200, HealthStatus: YELLOW 
Time: 2020-08-29 18:40:44.109122013 +0000 UTC, Service: MagnificentService, StatusCode: 200, HealthStatus: YELLOW 
Time: 2020-08-29 18:40:45.10832074 +0000 UTC, Service: MagnificentService, StatusCode: 200, HealthStatus: YELLOW 
Time: 2020-08-29 18:40:46.108658694 +0000 UTC, Service: MagnificentService, StatusCode: 200, HealthStatus: YELLOW 
Time: 2020-08-29 18:40:47.108159987 +0000 UTC, Service: MagnificentService, StatusCode: 200, HealthStatus: YELLOW 
Time: 2020-08-29 18:40:48.129324039 +0000 UTC, Service: MagnificentService, StatusCode: 200, HealthStatus: YELLOW 
Time: 2020-08-29 18:40:49.107030413 +0000 UTC, Service: MagnificentService, StatusCode: 200, HealthStatus: YELLOW 
Time: 2020-08-29 18:40:50.107348652 +0000 UTC, Service: MagnificentService, StatusCode: 200, HealthStatus: YELLOW 
Time: 2020-08-29 18:40:51.108352081 +0000 UTC, Service: MagnificentService, StatusCode: 200, HealthStatus: YELLOW 
Time: 2020-08-29 18:40:52.108628201 +0000 UTC, Service: MagnificentService, StatusCode: 200, HealthStatus: YELLOW 
Time: 2020-08-29 18:40:53.108272709 +0000 UTC, Service: MagnificentService, StatusCode: 200, HealthStatus: YELLOW 
Time: 2020-08-29 18:40:54.108544941 +0000 UTC, Service: MagnificentService, StatusCode: 200, HealthStatus: YELLOW 
Time: 2020-08-29 18:40:55.125059993 +0000 UTC, Service: MagnificentService, StatusCode: 200, HealthStatus: YELLOW 
Time: 2020-08-29 18:40:56.109332146 +0000 UTC, Service: MagnificentService, StatusCode: 200, HealthStatus: GREEN 
Time: 2020-08-29 18:40:57.13234371 +0000 UTC, Service: MagnificentService, StatusCode: 200, HealthStatus: GREEN 
Time: 2020-08-29 18:40:58.106546655 +0000 UTC, Service: MagnificentService, StatusCode: 200, HealthStatus: GREEN 
Time: 2020-08-29 18:40:59.138799409 +0000 UTC, Service: MagnificentService, StatusCode: 200, HealthStatus: GREEN 
Time: 2020-08-29 18:41:00.109336088 +0000 UTC, Service: MagnificentService, StatusCode: 200, HealthStatus: GREEN 
Time: 2020-08-29 18:41:01.110531573 +0000 UTC, Service: MagnificentService, StatusCode: 200, HealthStatus: GREEN 
Time: 2020-08-29 18:41:02.126181433 +0000 UTC, Service: MagnificentService, StatusCode: 500, ErrorMsg: Get request error: 500 Internal Server Error, Internal Server Error, HealthStatus: YELLOW 
Time: 2020-08-29 18:41:03.108039125 +0000 UTC, Service: MagnificentService, StatusCode: 200, HealthStatus: YELLOW 
Time: 2020-08-29 18:41:04.10768996 +0000 UTC, Service: MagnificentService, StatusCode: 200, HealthStatus: YELLOW 
Time: 2020-08-29 18:41:05.110270573 +0000 UTC, Service: MagnificentService, StatusCode: 200, HealthStatus: YELLOW 
Time: 2020-08-29 18:41:06.133773151 +0000 UTC, Service: MagnificentService, StatusCode: 500, ErrorMsg: Get request error: 500 Internal Server Error, Internal Server Error, HealthStatus: YELLOW 
Time: 2020-08-29 18:41:07.108013464 +0000 UTC, Service: MagnificentService, StatusCode: 200, HealthStatus: YELLOW 
Time: 2020-08-29 18:41:08.17003283 +0000 UTC, Service: MagnificentService, StatusCode: 500, ErrorMsg: Get request error: 500 Internal Server Error, Internal Server Error, HealthStatus: YELLOW 
Time: 2020-08-29 18:41:09.109818746 +0000 UTC, Service: MagnificentService, StatusCode: 200, HealthStatus: YELLOW 
Time: 2020-08-29 18:41:10.108354186 +0000 UTC, Service: MagnificentService, StatusCode: 200, HealthStatus: YELLOW 
Time: 2020-08-29 18:41:11.121535083 +0000 UTC, Service: MagnificentService, StatusCode: 500, ErrorMsg: Get request error: 500 Internal Server Error, Internal Server Error, HealthStatus: YELLOW 
Time: 2020-08-29 18:41:12.107955517 +0000 UTC, Service: MagnificentService, StatusCode: 200, HealthStatus: YELLOW 
Time: 2020-08-29 18:41:13.118359895 +0000 UTC, Service: MagnificentService, StatusCode: 500, ErrorMsg: Get request error: 500 Internal Server Error, Internal Server Error, HealthStatus: RED 
Time: 2020-08-29 18:41:14.107028226 +0000 UTC, Service: MagnificentService, StatusCode: 200, HealthStatus: RED 
Time: 2020-08-29 18:41:15.125721576 +0000 UTC, Service: MagnificentService, StatusCode: 500, ErrorMsg: Get request error: 500 Internal Server Error, Internal Server Error, HealthStatus: RED 
Time: 2020-08-29 18:41:16.106420813 +0000 UTC, Service: MagnificentService, StatusCode: 200, HealthStatus: RED 
Time: 2020-08-29 18:41:17.116016958 +0000 UTC, Service: MagnificentService, StatusCode: 200, HealthStatus: RED 
Time: 2020-08-29 18:41:18.107115456 +0000 UTC, Service: MagnificentService, StatusCode: 200, HealthStatus: RED 
Time: 2020-08-29 18:41:19.109618228 +0000 UTC, Service: MagnificentService, StatusCode: 200, HealthStatus: RED 
Time: 2020-08-29 18:41:20.127291285 +0000 UTC, Service: MagnificentService, StatusCode: 500, ErrorMsg: Get request error: 500 Internal Server Error, Internal Server Error, HealthStatus: RED 
Time: 2020-08-29 18:41:21.110386943 +0000 UTC, Service: MagnificentService, StatusCode: 200, HealthStatus: RED 
Time: 2020-08-29 18:41:22.109346214 +0000 UTC, Service: MagnificentService, StatusCode: 200, HealthStatus: RED 
Time: 2020-08-29 18:41:23.108720699 +0000 UTC, Service: MagnificentService, StatusCode: 200, HealthStatus: RED 
Time: 2020-08-29 18:41:24.128689104 +0000 UTC, Service: MagnificentService, StatusCode: 200, HealthStatus: RED 
Time: 2020-08-29 18:41:25.122551132 +0000 UTC, Service: MagnificentService, StatusCode: 200, HealthStatus: RED 
Time: 2020-08-29 18:41:26.105759728 +0000 UTC, Service: MagnificentService, StatusCode: 200, HealthStatus: RED 
Time: 2020-08-29 18:41:27.12844439 +0000 UTC, Service: MagnificentService, StatusCode: 500, ErrorMsg: Get request error: 500 Internal Server Error, Internal Server Error, HealthStatus: RED 
Time: 2020-08-29 18:41:28.106369999 +0000 UTC, Service: MagnificentService, StatusCode: 200, HealthStatus: RED 
Time: 2020-08-29 18:41:29.108571177 +0000 UTC, Service: MagnificentService, StatusCode: 200, HealthStatus: RED 
Time: 2020-08-29 18:41:30.10883296 +0000 UTC, Service: MagnificentService, StatusCode: 200, HealthStatus: RED 
Time: 2020-08-29 18:41:31.121665898 +0000 UTC, Service: MagnificentService, StatusCode: 200, HealthStatus: YELLOW 
Time: 2020-08-29 18:41:32.125769193 +0000 UTC, Service: MagnificentService, StatusCode: 200, HealthStatus: YELLOW 
Time: 2020-08-29 18:41:33.120523792 +0000 UTC, Service: MagnificentService, StatusCode: 200, HealthStatus: YELLOW 
Time: 2020-08-29 18:41:34.124474894 +0000 UTC, Service: MagnificentService, StatusCode: 200, HealthStatus: YELLOW 
Time: 2020-08-29 18:41:35.118502664 +0000 UTC, Service: MagnificentService, StatusCode: 200, HealthStatus: YELLOW 
Time: 2020-08-29 18:41:36.111181353 +0000 UTC, Service: MagnificentService, StatusCode: 200, HealthStatus: YELLOW 
Time: 2020-08-29 18:41:37.130277431 +0000 UTC, Service: MagnificentService, StatusCode: 200, HealthStatus: YELLOW 
Time: 2020-08-29 18:41:38.112952429 +0000 UTC, Service: MagnificentService, StatusCode: 200, HealthStatus: YELLOW 
Time: 2020-08-29 18:41:39.13087163 +0000 UTC, Service: MagnificentService, StatusCode: 200, HealthStatus: YELLOW 
Time: 2020-08-29 18:41:40.136203695 +0000 UTC, Service: MagnificentService, StatusCode: 200, HealthStatus: YELLOW 
Time: 2020-08-29 18:41:41.110008293 +0000 UTC, Service: MagnificentService, StatusCode: 200, HealthStatus: YELLOW 
Time: 2020-08-29 18:41:42.106916011 +0000 UTC, Service: MagnificentService, StatusCode: 200, HealthStatus: YELLOW 
Time: 2020-08-29 18:41:43.152457967 +0000 UTC, Service: MagnificentService, StatusCode: 200, HealthStatus: YELLOW 
Time: 2020-08-29 18:41:44.108584414 +0000 UTC, Service: MagnificentService, StatusCode: 200, HealthStatus: YELLOW 
Time: 2020-08-29 18:41:45.10909649 +0000 UTC, Service: MagnificentService, StatusCode: 200, HealthStatus: YELLOW 
Time: 2020-08-29 18:41:46.108421888 +0000 UTC, Service: MagnificentService, StatusCode: 200, HealthStatus: YELLOW 
Time: 2020-08-29 18:41:47.108090078 +0000 UTC, Service: MagnificentService, StatusCode: 200, HealthStatus: GREEN 
Time: 2020-08-29 18:41:48.108033291 +0000 UTC, Service: MagnificentService, StatusCode: 200, HealthStatus: GREEN 
Time: 2020-08-29 18:41:49.108148277 +0000 UTC, Service: MagnificentService, StatusCode: 200, HealthStatus: GREEN 
Time: 2020-08-29 18:41:50.112789188 +0000 UTC, Service: MagnificentService, StatusCode: 200, HealthStatus: GREEN 
Time: 2020-08-29 18:41:51.107475104 +0000 UTC, Service: MagnificentService, StatusCode: 200, HealthStatus: GREEN 
Time: 2020-08-29 18:41:52.114903221 +0000 UTC, Service: MagnificentService, StatusCode: 200, HealthStatus: GREEN 
Time: 2020-08-29 18:41:53.108529872 +0000 UTC, Service: MagnificentService, StatusCode: 200, HealthStatus: GREEN 
Time: 2020-08-29 18:41:54.108505564 +0000 UTC, Service: MagnificentService, StatusCode: 200, HealthStatus: GREEN 
Time: 2020-08-29 18:41:55.125201685 +0000 UTC, Service: MagnificentService, StatusCode: 200, HealthStatus: GREEN 
Time: 2020-08-29 18:41:56.108400605 +0000 UTC, Service: MagnificentService, StatusCode: 200, HealthStatus: GREEN 
Time: 2020-08-29 18:41:57.107874605 +0000 UTC, Service: MagnificentService, StatusCode: 200, HealthStatus: GREEN 
Time: 2020-08-29 18:41:58.124279954 +0000 UTC, Service: MagnificentService, StatusCode: 200, HealthStatus: GREEN 
Time: 2020-08-29 18:41:59.108135804 +0000 UTC, Service: MagnificentService, StatusCode: 200, HealthStatus: GREEN 
Time: 2020-08-29 18:42:00.1083268 +0000 UTC, Service: MagnificentService, StatusCode: 200, HealthStatus: GREEN 
Time: 2020-08-29 18:42:01.10908321 +0000 UTC, Service: MagnificentService, StatusCode: 200, HealthStatus: GREEN 
Time: 2020-08-29 18:42:02.124626217 +0000 UTC, Service: MagnificentService, StatusCode: 200, HealthStatus: GREEN 
Time: 2020-08-29 18:42:03.113070872 +0000 UTC, Service: MagnificentService, StatusCode: 500, ErrorMsg: Get request error: 500 Internal Server Error, Internal Server Error, HealthStatus: YELLOW 
Time: 2020-08-29 18:42:04.112353525 +0000 UTC, Service: MagnificentService, StatusCode: 200, HealthStatus: YELLOW 
Time: 2020-08-29 18:42:05.109333198 +0000 UTC, Service: MagnificentService, StatusCode: 200, HealthStatus: YELLOW 
Time: 2020-08-29 18:42:06.108481291 +0000 UTC, Service: MagnificentService, StatusCode: 200, HealthStatus: YELLOW 
Time: 2020-08-29 18:42:07.124891305 +0000 UTC, Service: MagnificentService, StatusCode: 200, HealthStatus: YELLOW 
Time: 2020-08-29 18:42:08.108289589 +0000 UTC, Service: MagnificentService, StatusCode: 200, HealthStatus: YELLOW 
Time: 2020-08-29 18:42:09.106191559 +0000 UTC, Service: MagnificentService, StatusCode: 200, HealthStatus: YELLOW 
Time: 2020-08-29 18:42:10.185673598 +0000 UTC, Service: MagnificentService, StatusCode: 200, HealthStatus: YELLOW 
Time: 2020-08-29 18:42:11.121333056 +0000 UTC, Service: MagnificentService, StatusCode: 200, HealthStatus: YELLOW 
Time: 2020-08-29 18:42:12.108772207 +0000 UTC, Service: MagnificentService, StatusCode: 500, ErrorMsg: Get request error: 500 Internal Server Error, Internal Server Error, HealthStatus: YELLOW 
Time: 2020-08-29 18:42:13.108096823 +0000 UTC, Service: MagnificentService, StatusCode: 200, HealthStatus: YELLOW 
Time: 2020-08-29 18:42:14.108172872 +0000 UTC, Service: MagnificentService, StatusCode: 200, HealthStatus: YELLOW 
Time: 2020-08-29 18:42:15.108959806 +0000 UTC, Service: MagnificentService, StatusCode: 200, HealthStatus: YELLOW 
Time: 2020-08-29 18:42:16.106207303 +0000 UTC, Service: MagnificentService, StatusCode: 200, HealthStatus: YELLOW 
Time: 2020-08-29 18:42:17.10806621 +0000 UTC, Service: MagnificentService, StatusCode: 200, HealthStatus: YELLOW 
Time: 2020-08-29 18:42:18.12025987 +0000 UTC, Service: MagnificentService, StatusCode: 200, HealthStatus: YELLOW 
Time: 2020-08-29 18:42:19.106604633 +0000 UTC, Service: MagnificentService, StatusCode: 200, HealthStatus: YELLOW 
Time: 2020-08-29 18:42:20.109488192 +0000 UTC, Service: MagnificentService, StatusCode: 200, HealthStatus: YELLOW 
Time: 2020-08-29 18:42:21.133543469 +0000 UTC, Service: MagnificentService, StatusCode: 200, HealthStatus: YELLOW 
Time: 2020-08-29 18:42:22.108553185 +0000 UTC, Service: MagnificentService, StatusCode: 200, HealthStatus: YELLOW 
Time: 2020-08-29 18:42:23.111285147 +0000 UTC, Service: MagnificentService, StatusCode: 200, HealthStatus: YELLOW 
Time: 2020-08-29 18:42:24.10799818 +0000 UTC, Service: MagnificentService, StatusCode: 200, HealthStatus: YELLOW 
Time: 2020-08-29 18:42:25.10939114 +0000 UTC, Service: MagnificentService, StatusCode: 200, HealthStatus: YELLOW 
Time: 2020-08-29 18:42:26.10883675 +0000 UTC, Service: MagnificentService, StatusCode: 200, HealthStatus: YELLOW 
Time: 2020-08-29 18:42:27.109336044 +0000 UTC, Service: MagnificentService, StatusCode: 200, HealthStatus: YELLOW 
Time: 2020-08-29 18:42:28.116708504 +0000 UTC, Service: MagnificentService, StatusCode: 200, HealthStatus: YELLOW 
Time: 2020-08-29 18:42:29.106763846 +0000 UTC, Service: MagnificentService, StatusCode: 200, HealthStatus: YELLOW 
Time: 2020-08-29 18:42:30.108354331 +0000 UTC, Service: MagnificentService, StatusCode: 200, HealthStatus: YELLOW 
Time: 2020-08-29 18:42:31.11625927 +0000 UTC, Service: MagnificentService, StatusCode: 200, HealthStatus: YELLOW 
Time: 2020-08-29 18:42:32.106562622 +0000 UTC, Service: MagnificentService, StatusCode: 200, HealthStatus: GREEN 
Time: 2020-08-29 18:42:33.108347254 +0000 UTC, Service: MagnificentService, StatusCode: 200, HealthStatus: GREEN 
Time: 2020-08-29 18:42:34.109766057 +0000 UTC, Service: MagnificentService, StatusCode: 200, HealthStatus: GREEN 
Time: 2020-08-29 18:42:35.108246415 +0000 UTC, Service: MagnificentService, StatusCode: 200, HealthStatus: GREEN 
Time: 2020-08-29 18:42:36.106470567 +0000 UTC, Service: MagnificentService, StatusCode: 200, HealthStatus: GREEN 
Time: 2020-08-29 18:42:37.1614357 +0000 UTC, Service: MagnificentService, StatusCode: 200, HealthStatus: GREEN 
Time: 2020-08-29 18:42:38.105727741 +0000 UTC, Service: MagnificentService, StatusCode: 200, HealthStatus: GREEN 
Time: 2020-08-29 18:42:39.108501472 +0000 UTC, Service: MagnificentService, StatusCode: 200, HealthStatus: GREEN 
Time: 2020-08-29 18:42:40.107481331 +0000 UTC, Service: MagnificentService, StatusCode: 200, HealthStatus: GREEN 
Time: 2020-08-29 18:42:41.11089016 +0000 UTC, Service: MagnificentService, StatusCode: 200, HealthStatus: GREEN 
Time: 2020-08-29 18:42:42.126959433 +0000 UTC, Service: MagnificentService, StatusCode: 200, HealthStatus: GREEN 
Time: 2020-08-29 18:42:43.142067246 +0000 UTC, Service: MagnificentService, StatusCode: 200, HealthStatus: GREEN 
Time: 2020-08-29 18:42:44.166689224 +0000 UTC, Service: MagnificentService, StatusCode: 200, HealthStatus: GREEN 
Time: 2020-08-29 18:42:45.236654199 +0000 UTC, Service: MagnificentService, StatusCode: 200, HealthStatus: GREEN 
Time: 2020-08-29 18:42:46.131748658 +0000 UTC, Service: MagnificentService, StatusCode: 200, HealthStatus: GREEN 
Time: 2020-08-29 18:42:47.109805199 +0000 UTC, Service: MagnificentService, StatusCode: 200, HealthStatus: GREEN 
Time: 2020-08-29 18:42:48.117424738 +0000 UTC, Service: MagnificentService, StatusCode: 200, HealthStatus: GREEN 
Time: 2020-08-29 18:42:49.13085437 +0000 UTC, Service: MagnificentService, StatusCode: 200, HealthStatus: GREEN 
Time: 2020-08-29 18:42:50.108080207 +0000 UTC, Service: MagnificentService, StatusCode: 200, HealthStatus: GREEN 
Time: 2020-08-29 18:42:51.131157557 +0000 UTC, Service: MagnificentService, StatusCode: 200, HealthStatus: GREEN 
Time: 2020-08-29 18:42:52.107453597 +0000 UTC, Service: MagnificentService, StatusCode: 200, HealthStatus: GREEN 
Time: 2020-08-29 18:42:53.114650825 +0000 UTC, Service: MagnificentService, StatusCode: 200, HealthStatus: GREEN 
Time: 2020-08-29 18:42:54.107477877 +0000 UTC, Service: MagnificentService, StatusCode: 200, HealthStatus: GREEN 
Time: 2020-08-29 18:42:55.10688014 +0000 UTC, Service: MagnificentService, StatusCode: 200, HealthStatus: GREEN 
Time: 2020-08-29 18:42:56.131774301 +0000 UTC, Service: MagnificentService, StatusCode: 200, HealthStatus: GREEN 
Time: 2020-08-29 18:42:57.123224219 +0000 UTC, Service: MagnificentService, StatusCode: 200, HealthStatus: GREEN 
Time: 2020-08-29 18:42:58.108242441 +0000 UTC, Service: MagnificentService, StatusCode: 200, HealthStatus: GREEN 
Time: 2020-08-29 18:42:59.108331403 +0000 UTC, Service: MagnificentService, StatusCode: 200, HealthStatus: GREEN 
Time: 2020-08-29 18:43:00.107661346 +0000 UTC, Service: MagnificentService, StatusCode: 200, HealthStatus: GREEN 
Time: 2020-08-29 18:43:01.107361069 +0000 UTC, Service: MagnificentService, StatusCode: 200, HealthStatus: GREEN 
Time: 2020-08-29 18:43:02.109023116 +0000 UTC, Service: MagnificentService, StatusCode: 200, HealthStatus: GREEN 
Time: 2020-08-29 18:43:03.109055936 +0000 UTC, Service: MagnificentService, StatusCode: 200, HealthStatus: GREEN 
Time: 2020-08-29 18:43:04.127601735 +0000 UTC, Service: MagnificentService, StatusCode: 500, ErrorMsg: Get request error: 500 Internal Server Error, Internal Server Error, HealthStatus: YELLOW 
Time: 2020-08-29 18:43:05.106652847 +0000 UTC, Service: MagnificentService, StatusCode: 200, HealthStatus: YELLOW 
Time: 2020-08-29 18:43:06.106568273 +0000 UTC, Service: MagnificentService, StatusCode: 200, HealthStatus: YELLOW 
Time: 2020-08-29 18:43:07.112638546 +0000 UTC, Service: MagnificentService, StatusCode: 200, HealthStatus: YELLOW 
